,ID_ISFS,FAMILY,GENUS,Scientific name,CH,crit_CH,JU,crit_JU,MP,crit_MP
314,43560,Caryophyllaceae,Arenaria,Arenaria ciliata subsp. bernensis,NT,"['B', 'B', ' C2a(i)']",-,,-,
315,43530,Caryophyllaceae,Arenaria,Arenaria ciliata subsp. ciliata,LC,,LC,,-,
316,43800,Caryophyllaceae,Arenaria,Arenaria gothica,CR,"['B', 'B', ' D']",CR,"['B', 'B', ' D']",-,
317,43900,Caryophyllaceae,Arenaria,Arenaria grandiflora,VU,['D'],VU,['D'],-,
318,44000,Caryophyllaceae,Arenaria,Arenaria leptoclados,LC,,DD,,LC,
319,44100,Caryophyllaceae,Arenaria,Arenaria marschlinsii,NT,"['A', 'B']",-,,-,
320,44200,Caryophyllaceae,Arenaria,Arenaria multicaulis,LC,,NT,['D'],-,
321,44300,Caryophyllaceae,Arenaria,Arenaria serpyllifolia,LC,,LC,,LC,
322,44305,Caryophyllaceae,Arenaria,Arenaria serpyllifolia aggr.,LC,,LC,,LC,
323,44600,Aristolochiaceae,Aristolochia,Aristolochia clematitis,EN,"['A', 'B']",NE,,NE,
324,44800,Aristolochiaceae,Aristolochia,Aristolochia rotunda,EN,"['B', 'C']",-,,,
325,45150,Plumbaginaceae,Armeria,Armeria alpina,LC,,-,,RE,
326,45160,Plumbaginaceae,Armeria,Armeria alpina subsp. alpina,LC,,-,,-,
327,45170,Plumbaginaceae,Armeria,Armeria alpina subsp. purpurea,RE,,-,,RE,
328,45200,Plumbaginaceae,Armeria,Armeria arenaria,EN,['B'],-,,-,
329,45600,Brassicaceae,Armoracia,Armoracia rusticana,LC,,LC,,LC,
330,45700,Asteraceae,Arnica,Arnica montana,LC,,CR,['C'],CR,['C']
331,45800,Asteraceae,Arnoseris,Arnoseris minima,RE,,RE,,RE,
332,45900,Poaceae,Arrhenatherum,Arrhenatherum elatius,LC,,LC,,LC,
333,46100,Asteraceae,Artemisia,Artemisia absinthium,LC,,,,NE,
334,46500,Asteraceae,Artemisia,Artemisia borealis,VU,['C'],-,,-,
335,46700,Asteraceae,Artemisia,Artemisia campestris,LC,,VU,['A'],VU,['A']
336,46760,Asteraceae,Artemisia,Artemisia campestris subsp. alpina,DD,,-,,-,
337,46750,Asteraceae,Artemisia,Artemisia campestris subsp. campestris,LC,,VU,['A'],VU,['A']
338,47000,Asteraceae,Artemisia,Artemisia genipi,LC,,-,,-,
339,47200,Asteraceae,Artemisia,Artemisia glacialis,NT,"['B', 'B']",-,,-,
340,47500,Asteraceae,Artemisia,Artemisia nivalis,EN,['B'],-,,-,
341,47700,Asteraceae,Artemisia,Artemisia umbelliformis,LC,,-,,-,
342,47800,Asteraceae,Artemisia,Artemisia vallesiaca,NT,"['B', 'B']",-,,-,
343,48000,Asteraceae,Artemisia,Artemisia vulgaris,LC,,LC,,LC,
344,48100,Araceae,Arum,Arum italicum,NT,['B'],,,,
345,48200,Araceae,Arum,Arum maculatum,LC,,LC,,LC,
346,48300,Rosaceae,Aruncus,Aruncus dioicus,LC,,LC,,LC,
347,48700,Aristolochiaceae,Asarum,Asarum europaeum,LC,,LC,,NT,['A']
348,48900,Asparagaceae,Asparagus,Asparagus officinalis,LC,,,,,
349,49000,Asparagaceae,Asparagus,Asparagus tenuifolius,VU,"['B', 'C']",-,,-,
350,49100,Boraginaceae,Asperugo,Asperugo procumbens,NT,['B'],CR,['D'],-,
351,49200,Rubiaceae,Asperula,Asperula aristata,NT,['B'],-,,-,
352,49300,Rubiaceae,Asperula,Asperula arvensis,CR,['B'],CR,['B'],CR,['B']
353,49400,Rubiaceae,Asperula,Asperula cynanchica,LC,,LC,,NT,['A']
354,49450,Rubiaceae,Asperula,Asperula neilreichii,NT,"['B', 'D']",NT,"['B', 'D']",-,
355,49500,Rubiaceae,Asperula,Asperula purpurea,NT,['B'],-,,-,
356,49600,Rubiaceae,Asperula,Asperula taurina,LC,,-,,LC,
357,49700,Rubiaceae,Asperula,Asperula tinctoria,EN,"['A', 'B']",EN,"['A', 'B']",EN,"['A', 'B']"
358,49800,Xanthorrhoeaceae,Asphodelus,Asphodelus albus,VU,"['C', 'C']",-,,-,
359,49900,Aspleniaceae,Asplenium,Asplenium adiantum-nigrum,LC,,LC,,VU,['A']
360,49950,Aspleniaceae,Asplenium,Asplenium adulterinum,NT,['D'],-,,-,
361,50100,Aspleniaceae,Asplenium,Asplenium billotii,CR,['D'],-,,-,
362,50200,Aspleniaceae,Asplenium,Asplenium ceterach,LC,,NT,"['A', 'B']",NT,"['A', 'B']"
363,50300,Aspleniaceae,Asplenium,Asplenium cuneifolium,VU,"['D', 'D']",-,,-,
364,50400,Aspleniaceae,Asplenium,Asplenium fissum,DD,,-,,-,
365,50500,Aspleniaceae,Asplenium,Asplenium fontanum,LC,,LC,,EN,['C']
366,50600,Aspleniaceae,Asplenium,Asplenium foreziense,EN,['B'],-,,-,
367,50800,Aspleniaceae,Asplenium,Asplenium onopteris,VU,['C'],-,,-,
368,50900,Aspleniaceae,Asplenium,Asplenium ruta-muraria,LC,,LC,,LC,
369,51200,Aspleniaceae,Asplenium,Asplenium septentrionale,LC,,CR,['C'],CR,['C']
370,51400,Aspleniaceae,Asplenium,Asplenium trichomanes,LC,,LC,,LC,
371,51500,Aspleniaceae,Asplenium,Asplenium viride,LC,,LC,,LC,
372,51800,Asteraceae,Aster,Aster alpinus,LC,,VU,['C'],-,
373,51900,Asteraceae,Aster,Aster amellus,NT,['B'],NT,['B'],VU,"['A', 'C']"
374,52000,Asteraceae,Aster,Aster bellidiastrum,LC,,LC,,NT,['A']
375,52200,Asteraceae,Aster,Aster linosyris,NT,['B'],VU,['A'],EN,['C']
376,53200,Fabaceae,Astragalus,Astragalus alpinus,LC,,-,,-,
377,53300,Fabaceae,Astragalus,Astragalus australis,LC,,-,,-,
378,53500,Fabaceae,Astragalus,Astragalus cicer,NT,['B'],CR,['C'],CR,['C']
379,53700,Fabaceae,Astragalus,Astragalus depressus,NT,"['B', 'C']",-,,-,
380,53800,Fabaceae,Astragalus,Astragalus exscapus,NT,['B'],-,,-,
381,53900,Fabaceae,Astragalus,Astragalus frigidus,LC,,-,,-,
382,54000,Fabaceae,Astragalus,Astragalus glycyphyllos,LC,,LC,,LC,
383,54200,Fabaceae,Astragalus,Astragalus leontinus,LC,,-,,-,
384,54300,Fabaceae,Astragalus,Astragalus monspessulanus,LC,,-,,,
385,54400,Fabaceae,Astragalus,Astragalus onobrychis,LC,,-,,-,
386,54600,Fabaceae,Astragalus,Astragalus penduliflorus,LC,,-,,-,
387,54800,Fabaceae,Astragalus,Astragalus sempervirens,NT,['B'],-,,-,
388,55200,Apiaceae,Astrantia,Astrantia major,LC,,LC,,VU,['C']
389,55300,Apiaceae,Astrantia,Astrantia minor,LC,,-,,-,
390,55400,Apiaceae,Athamanta,Athamanta cretensis,LC,,LC,,-,
391,55600,Woodsiaceae,Athyrium,Athyrium distentifolium,LC,,NT,['A'],LC,
392,55700,Woodsiaceae,Athyrium,Athyrium filix-femina,LC,,LC,,LC,
393,56300,Amaranthaceae,Atriplex,Atriplex patula,LC,,LC,,LC,
394,56400,Amaranthaceae,Atriplex,Atriplex prostrata,NT,['B'],VU,['B'],NT,['B']
395,56500,Solanaceae,Atropa,Atropa bella-donna,LC,,LC,,LC,
396,56900,Poaceae,Avena,Avena fatua,LC,,NT,['B'],LC,
397,57400,Poaceae,Avenella,Avenella flexuosa,LC,,NT,['A'],NT,['A']
398,57800,Alismataceae,Baldellia,Baldellia ranunculoides,CR,['B'],RE,,CR,['B']
399,57995,Lamiaceae,Ballota,Ballota nigra,NT,['B'],NT,['B'],NT,['B']
400,58150,Lamiaceae,Ballota,Ballota nigra subsp. meridionalis,NT,['B'],NT,['B'],NT,['B']
401,58000,Lamiaceae,Ballota,Ballota nigra subsp. nigra,VU,['D'],NE,,NE,
402,58300,Brassicaceae,Barbarea,Barbarea intermedia,LC,,,,LC,
403,58400,Brassicaceae,Barbarea,Barbarea stricta,VU,['D'],-,,VU,['D']
404,58600,Brassicaceae,Barbarea,Barbarea vulgaris,LC,,LC,,LC,
405,58700,Orobanchaceae,Bartsia,Bartsia alpina,LC,,NT,"['A', 'D']",-,
406,59100,Asteraceae,Bellis,Bellis perennis,LC,,LC,,LC,
407,59200,Berberidaceae,Berberis,Berberis vulgaris,LC,,LC,,NT,['A']
408,59500,Apiaceae,Berula,Berula erecta,LC,,NT,['A'],NT,['A']
409,60200,Betulaceae,Betula,Betula humilis,CR,"['C', 'D']",-,,CR,"['C', 'D']"
410,60300,Betulaceae,Betula,Betula nana,VU,"['A', 'C']",VU,"['A', 'C']",CR,"['A', 'C']"
411,60400,Betulaceae,Betula,Betula pendula,LC,,LC,,LC,
412,60500,Betulaceae,Betula,Betula pubescens,LC,,LC,,NT,['A']
413,60800,Asteraceae,Bidens,Bidens cernua,VU,['C'],VU,['C'],VU,['C']
414,61200,Asteraceae,Bidens,Bidens radiata,CR,"['A', 'B', ' C2a(i)']",CR,"['B', 'C']",CR,"['B', 'C']"
415,61350,Asteraceae,Bidens,Bidens tripartita,NT,['B'],VU,['C'],NT,['B']
416,61800,Brassicaceae,Biscutella,Biscutella cichoriifolia,EN,['D'],-,,,
417,62000,Brassicaceae,Biscutella,Biscutella laevigata,LC,,NT,['D'],RE,
418,62300,Gentianaceae,Blackstonia,Blackstonia acuminata,EN,['B'],RE,,CR,['B']
419,62400,Gentianaceae,Blackstonia,Blackstonia perfoliata,VU,['B'],EN,"['A', 'B']",VU,['A']
420,62500,Blechnaceae,Blechnum,Blechnum spicant,LC,,LC,,LC,
421,62700,Amaranthaceae,Blitum,Blitum virgatum,NT,['B'],CR(PE),,,
422,62800,Cyperaceae,Blysmus,Blysmus compressus,LC,,LC,,VU,['A']
423,62850,Cyperaceae,Bolboschoenus,Bolboschoenus laticarpus,CR,['B'],NE,,CR,['B']
424,62900,Cyperaceae,Bolboschoenus,Bolboschoenus maritimus aggr.,CR,['B'],CR,['B'],CR,['B']
425,62950,Cyperaceae,Bolboschoenus,Bolboschoenus planiculmis,CR,['B'],NE,,CR,['B']
426,63100,Poaceae,Bothriochloa,Bothriochloa ischaemum,NT,['B'],NT,['B'],NT,['B']
427,63200,Ophioglossaceae,Botrychium,Botrychium lanceolatum,CR,['C'],-,,RE,
428,63300,Ophioglossaceae,Botrychium,Botrychium lunaria,LC,,NT,['A'],EN,['C']
429,63400,Ophioglossaceae,Botrychium,Botrychium matricariifolium,CR,"['C', 'D']",-,,RE,
430,63500,Ophioglossaceae,Botrychium,Botrychium multifidum,CR,"['C', 'D']",-,,-,
431,63600,Ophioglossaceae,Botrychium,Botrychium simplex,CR,['C'],-,,-,
432,63700,Ophioglossaceae,Botrychium,Botrychium virginianum,CR,"['C', 'D']",-,,-,
433,63900,Poaceae,Brachypodium,Brachypodium pinnatum,LC,,LC,,LC,
434,64000,Poaceae,Brachypodium,Brachypodium pinnatum aggr.,LC,,LC,,LC,
435,64100,Poaceae,Brachypodium,Brachypodium rupestre,LC,,LC,,LC,
436,64200,Poaceae,Brachypodium,Brachypodium sylvaticum,LC,,LC,,LC,
437,65200,Poaceae,Briza,Briza media,LC,,LC,,LC,
438,65300,Poaceae,Bromus,Bromus arvensis,VU,['C'],EN,['C'],EN,['C']
439,65400,Poaceae,Bromus,Bromus benekenii,LC,,LC,,LC,
440,65530,Poaceae,Bromus,Bromus commutatus subsp. commutatus,VU,['B'],EN,['C'],VU,['B']
441,65695,Poaceae,Bromus,Bromus erectus,LC,,LC,,LC,
442,65800,Poaceae,Bromus,Bromus erectus subsp. condensatus,NT,"['B', 'B']",-,,-,
443,65700,Poaceae,Bromus,Bromus erectus subsp. erectus,LC,,LC,,LC,
444,65900,Poaceae,Bromus,Bromus grossus,CR,['C'],CR(PE),,CR,['C']
445,66000,Poaceae,Bromus,Bromus hordeaceus,LC,,LC,,LC,
446,66200,Poaceae,Bromus,Bromus japonicus,VU,['B'],DD,,DD,
447,66550,Poaceae,Bromus,Bromus racemosus,EN,['B'],EN,['B'],EN,['B']
448,66750,Poaceae,Bromus,Bromus racemosus aggr.,VU,['B'],EN,['B'],VU,['B']
449,66800,Poaceae,Bromus,Bromus ramosus,LC,,LC,,LC,
450,67000,Poaceae,Bromus,Bromus secalinus,VU,['B'],EN,['B'],EN,['B']
451,67100,Poaceae,Bromus,Bromus squarrosus,LC,,,,,
452,67200,Poaceae,Bromus,Bromus sterilis,LC,,LC,,LC,
453,67300,Poaceae,Bromus,Bromus tectorum,LC,,LC,,NT,['B']
454,67500,Cucurbitaceae,Bryonia,Bryonia alba,RE,,-,,-,
455,67600,Cucurbitaceae,Bryonia,Bryonia dioica,LC,,LC,,LC,
456,67800,Caryophyllaceae,Bufonia,Bufonia paniculata,EN,"['B', 'C']",-,,-,
457,67900,Boraginaceae,Buglossoides,Buglossoides arvensis,NT,['B'],EN,['A'],EN,['A']
458,68000,Boraginaceae,Buglossoides,Buglossoides purpurocaerulea,NT,['B'],NT,['B'],VU,"['A', 'B']"
459,68100,Colchicaceae,Bulbocodium,Bulbocodium vernum,NT,['B'],-,,-,
460,68200,Brassicaceae,Bunias,Bunias erucago,CR,['C'],CR(PE),,CR(PE),
461,68400,Apiaceae,Bunium,Bunium bulbocastanum,NT,['B'],EN,"['A', 'B']",CR,"['A', 'B']"
462,68600,Asteraceae,Buphthalmum,Buphthalmum salicifolium,LC,,NT,['A'],NT,['A']
463,69000,Apiaceae,Bupleurum,Bupleurum falcatum,LC,,LC,,VU,['A']
464,69200,Apiaceae,Bupleurum,Bupleurum falcatum subsp. cernuum,DD,,-,,-,
465,69100,Apiaceae,Bupleurum,Bupleurum falcatum subsp. falcatum,LC,,LC,,VU,['A']
466,69600,Apiaceae,Bupleurum,Bupleurum longifolium,VU,['C'],VU,['C'],EN,['C']
467,69900,Apiaceae,Bupleurum,Bupleurum ranunculoides,LC,,LC,,-,
468,70100,Apiaceae,Bupleurum,Bupleurum ranunculoides subsp. caricinum,NT,['B'],-,,-,
469,70000,Apiaceae,Bupleurum,Bupleurum ranunculoides subsp. ranunculoides,LC,,LC,,-,
470,70200,Apiaceae,Bupleurum,Bupleurum rotundifolium,EN,['B'],CR,['B'],CR,['B']
471,70300,Apiaceae,Bupleurum,Bupleurum stellatum,LC,,-,,-,
472,70400,Butomaceae,Butomus,Butomus umbellatus,VU,['A'],EN,['A'],VU,['A']
473,70500,Buxaceae,Buxus,Buxus sempervirens,NT,"['A', 'A']",VU,"['A', 'A']",VU,"['A', 'A']"
474,70600,Poaceae,Calamagrostis,Calamagrostis arundinacea,LC,,VU,"['A', 'B', ' C2a(ii)']",VU,"['A', 'B', ' C2a(ii)']"
475,70700,Poaceae,Calamagrostis,Calamagrostis canescens,VU,['A'],EN,['A'],VU,['A']
476,70800,Poaceae,Calamagrostis,Calamagrostis epigejos,LC,,LC,,LC,
477,71100,Poaceae,Calamagrostis,Calamagrostis phragmitoides,EN,"['B', 'C']",-,,-,
478,71200,Poaceae,Calamagrostis,Calamagrostis pseudophragmites,VU,['A'],CR(PE),,EN,"['B', 'C']"
479,71300,Poaceae,Calamagrostis,Calamagrostis stricta,CR(PE),,-,,CR(PE),
480,71400,Poaceae,Calamagrostis,Calamagrostis varia,LC,,LC,,LC,
481,71500,Poaceae,Calamagrostis,Calamagrostis villosa,LC,,DD,,LC,
482,71600,Lamiaceae,Calamintha,Calamintha ascendens,VU,['C'],VU,['C'],VU,['C']
483,71800,Lamiaceae,Calamintha,Calamintha grandiflora,LC,,,,,
484,71900,Lamiaceae,Calamintha,Calamintha menthifolia,LC,,LC,,NT,['A']
485,71950,Lamiaceae,Calamintha,Calamintha nepeta,NT,['B'],-,,CR,['C']
486,72000,Lamiaceae,Calamintha,Calamintha nepeta aggr.,LC,,LC,,NT,['A']
487,72300,Alismataceae,Caldesia,Caldesia parnassifolia,RE,,-,,RE,
488,72400,Asteraceae,Calendula,Calendula arvensis,VU,['C'],VU,['C'],VU,['C']
489,72600,Brassicaceae,Calepina,Calepina irregularis,NT,['B'],NT,['B'],NT,['B']
490,72700,Araceae,Calla,Calla palustris,EN,['B'],CR(PE),,EN,['B']
491,72800,Ranunculaceae,Callianthemum,Callianthemum coriandrifolium,VU,"['C', 'C']",-,,-,
492,73000,Plantaginaceae,Callitriche,Callitriche cophocarpa,VU,['A'],VU,['A'],VU,['A']
493,73100,Plantaginaceae,Callitriche,Callitriche hamulata,NT,['B'],EN,['C'],VU,['A']
494,73200,Plantaginaceae,Callitriche,Callitriche obtusangula,CR,['B'],-,,CR,['B']
495,73300,Plantaginaceae,Callitriche,Callitriche palustris,LC,,NT,['B'],VU,['A']
496,73400,Plantaginaceae,Callitriche,Callitriche platycarpa,VU,['A'],VU,['A'],VU,['A']
497,73500,Plantaginaceae,Callitriche,Callitriche stagnalis,NT,['B'],NT,['B'],VU,['B']
498,73600,Ericaceae,Calluna,Calluna vulgaris,LC,,LC,,LC,
499,73700,Ranunculaceae,Caltha,Caltha palustris,LC,,LC,,LC,
500,73900,Convolvulaceae,Calystegia,Calystegia sepium,LC,,LC,,LC,
501,74100,Brassicaceae,Camelina,Camelina alyssum,RE,,RE,,RE,
502,74200,Brassicaceae,Camelina,Camelina microcarpa,VU,['A'],CR,['B'],CR,['B']
503,74700,Campanulaceae,Campanula,Campanula barbata,LC,,-,,VU,['A']
504,74750,Campanulaceae,Campanula,Campanula bertolae,EN,['D'],-,,-,
505,74800,Campanulaceae,Campanula,Campanula bononiensis,VU,['C'],-,,-,
506,75000,Campanulaceae,Campanula,Campanula cenisia,LC,,-,,-,
507,75100,Campanulaceae,Campanula,Campanula cervicaria,EN,"['A', 'B', ' C2a(i)']",CR,"['A', 'B', ' C2a(i)']",EN,"['A', 'B', ' C2a(i)']"
508,75200,Campanulaceae,Campanula,Campanula cochleariifolia,LC,,LC,,NT,['B']
509,75500,Campanulaceae,Campanula,Campanula excisa,LC,,-,,-,
510,75700,Campanulaceae,Campanula,Campanula glomerata,LC,,LC,,NT,['A']
511,75900,Campanulaceae,Campanula,Campanula glomerata subsp. farinosa,NT,['B'],-,,-,
512,75800,Campanulaceae,Campanula,Campanula glomerata subsp. glomerata,LC,,LC,,NT,['A']
513,76000,Campanulaceae,Campanula,Campanula latifolia,NT,['B'],NT,['B'],CR(PE),
514,76200,Campanulaceae,Campanula,Campanula patula,LC,,LC,,LC,
515,76400,Campanulaceae,Campanula,Campanula patula subsp. costae,NT,['B'],NE,,NE,
516,76300,Campanulaceae,Campanula,Campanula patula subsp. patula,LC,,NE,,NE,
517,76500,Campanulaceae,Campanula,Campanula persicifolia,LC,,LC,,NT,"['A', 'B']"
518,76800,Campanulaceae,Campanula,Campanula rapunculoides,LC,,LC,,LC,
519,76900,Campanulaceae,Campanula,Campanula rapunculus,LC,,LC,,LC,
520,77000,Campanulaceae,Campanula,Campanula rhomboidalis,LC,,LC,,NT,['A']
521,77100,Campanulaceae,Campanula,Campanula rotundifolia,LC,,LC,,LC,
522,77200,Campanulaceae,Campanula,Campanula scheuchzeri,LC,,NT,['B'],LC,
523,77400,Campanulaceae,Campanula,Campanula spicata,LC,,-,,-,
524,77500,Campanulaceae,Campanula,Campanula thyrsoides,LC,,VU,"['A', 'B']",-,
525,77600,Campanulaceae,Campanula,Campanula trachelium,LC,,LC,,LC,
526,77900,Brassicaceae,Capsella,Capsella bursa-pastoris,LC,,LC,,LC,
527,78000,Brassicaceae,Capsella,Capsella rubella,LC,,LC,,LC,
528,78200,Brassicaceae,Cardamine,Cardamine alpina,LC,,-,,-,
529,78300,Brassicaceae,Cardamine,Cardamine amara,LC,,LC,,LC,
530,78350,Brassicaceae,Cardamine,Cardamine amara subsp. amara,LC,,NE,,NE,
531,78360,Brassicaceae,Cardamine,Cardamine amara subsp. austriaca,DD,,NE,,NE,
532,78400,Brassicaceae,Cardamine,Cardamine asarifolia,VU,"['D', 'D']",-,,-,
533,78500,Brassicaceae,Cardamine,Cardamine bulbifera,LC,,,,NT,['B']
534,78550,Brassicaceae,Cardamine,Cardamine dentata,VU,"['A', 'C']",VU,"['A', 'C']",VU,"['A', 'C']"
535,78700,Brassicaceae,Cardamine,Cardamine flexuosa aggr.,LC,,LC,,LC,
536,78800,Brassicaceae,Cardamine,Cardamine heptaphylla,LC,,LC,,NT,['C']
537,78900,Brassicaceae,Cardamine,Cardamine hirsuta,LC,,LC,,LC,
538,79000,Brassicaceae,Cardamine,Cardamine impatiens,LC,,LC,,LC,
539,79100,Brassicaceae,Cardamine,Cardamine kitaibelii,LC,,-,,NT,['A']
540,79200,Brassicaceae,Cardamine,Cardamine matthioli,EN,"['B', 'C']",-,,-,
541,79600,Brassicaceae,Cardamine,Cardamine pentaphyllos,LC,,LC,,LC,
542,79790,Brassicaceae,Cardamine,Cardamine pratensis,LC,,LC,,LC,
543,79900,Brassicaceae,Cardamine,Cardamine pratensis aggr.,LC,,LC,,LC,
544,80300,Brassicaceae,Cardamine,Cardamine resedifolia,LC,,-,,-,
545,80400,Brassicaceae,Cardamine,Cardamine rivularis,NT,['B'],-,,NT,['B']
546,80500,Brassicaceae,Cardamine,Cardamine trifolia,VU,['D'],VU,['D'],,
547,80600,Brassicaceae,Cardamine,Cardamine udicola,VU,['B'],-,,VU,['B']
548,80800,Brassicaceae,Cardaminopsis,Cardaminopsis arenosa subsp. borbasii,LC,,LC,,NT,['B']
549,81000,Brassicaceae,Cardaminopsis,Cardaminopsis halleri,LC,,-,,,
550,81200,Asteraceae,Carduus,Carduus acanthoides,CR,['D'],,,CR,['D']
551,81500,Asteraceae,Carduus,Carduus crispus,LC,,LC,,NT,['B']
552,81530,Asteraceae,Carduus,Carduus crispus subsp. crispus,LC,,NE,,NE,
553,81560,Asteraceae,Carduus,Carduus crispus subsp. multiflorus,DD,,NE,,NE,
554,81595,Asteraceae,Carduus,Carduus defloratus,LC,,LC,,NT,['C']
555,81700,Asteraceae,Carduus,Carduus defloratus subsp. crassifolius,NT,['B'],-,,-,
556,81600,Asteraceae,Carduus,Carduus defloratus subsp. defloratus,LC,,LC,,NT,['C']
557,81900,Asteraceae,Carduus,Carduus defloratus subsp. tridentinus,LC,,-,,-,
558,82100,Asteraceae,Carduus,Carduus nutans,LC,,NT,"['A', 'B']",EN,"['A', 'B']"
559,82200,Asteraceae,Carduus,Carduus nutans subsp. nutans,LC,,NT,"['A', 'B']",EN,"['A', 'B']"
560,82300,Asteraceae,Carduus,Carduus nutans subsp. platylepis,LC,,-,,-,
561,82400,Asteraceae,Carduus,Carduus personata,LC,,LC,,NT,['C']
562,82700,Asteraceae,Carduus,Carduus tenuiflorus,NT,['B'],NT,['B'],NT,['B']
563,82850,Cyperaceae,Carex,Carex acuta,LC,,NT,['A'],LC,
564,82900,Cyperaceae,Carex,Carex acuta aggr.,LC,,NT,['A'],LC,
565,83000,Cyperaceae,Carex,Carex acutiformis,LC,,LC,,LC,
566,83100,Cyperaceae,Carex,Carex alba,LC,,LC,,LC,
567,83200,Cyperaceae,Carex,Carex appropinquata,NT,"['A', 'B']",VU,"['A', 'B']",NT,"['A', 'B']"
568,83350,Cyperaceae,Carex,Carex atrata,LC,,-,,-,
569,83500,Cyperaceae,Carex,Carex atrata subsp. aterrima,LC,,-,,-,
570,83400,Cyperaceae,Carex,Carex atrata subsp. atrata,LC,,-,,-,
571,83600,Cyperaceae,Carex,Carex atrofusca,VU,['C'],-,,-,
572,83700,Cyperaceae,Carex,Carex austroalpina,VU,['A'],-,,-,
573,83800,Cyperaceae,Carex,Carex baldensis,VU,['D'],-,,-,
574,83900,Cyperaceae,Carex,Carex bicolor,NT,['B'],-,,-,
575,84000,Cyperaceae,Carex,Carex bohemica,CR,"['B', 'C', ' D']",CR,"['B', 'C', ' D']",-,
576,84100,Cyperaceae,Carex,Carex brachystachys,LC,,LC,,LC,
577,84300,Cyperaceae,Carex,Carex brizoides,LC,,LC,,LC,
578,84400,Cyperaceae,Carex,Carex brunnescens,LC,,-,,-,
579,84430,Cyperaceae,Carex,Carex brunnescens subsp. brunnescens,LC,,-,,-,
580,84460,Cyperaceae,Carex,Carex brunnescens subsp. vitilis,DD,,-,,-,
581,84500,Cyperaceae,Carex,Carex buxbaumii,VU,"['A', 'C']",DD,,VU,"['A', 'C']"
582,84600,Cyperaceae,Carex,Carex canescens,LC,,NT,['A'],VU,['A']
583,84700,Cyperaceae,Carex,Carex capillaris,LC,,-,,-,
584,84900,Cyperaceae,Carex,Carex caryophyllea,LC,,LC,,LC,
585,85000,Cyperaceae,Carex,Carex cespitosa,EN,"['B', 'D']",EN,"['B', 'D']",-,
586,85100,Cyperaceae,Carex,Carex chordorrhiza,EN,['A'],EN,['A'],CR,['B']
587,85395,Cyperaceae,Carex,Carex curvula,LC,,-,,-,
588,85400,Cyperaceae,Carex,Carex curvula subsp. curvula,LC,,-,,-,
589,85500,Cyperaceae,Carex,Carex curvula subsp. rosae,LC,,-,,-,
590,85700,Cyperaceae,Carex,Carex davalliana,LC,,LC,,NT,['A']
591,85800,Cyperaceae,Carex,Carex demissa,NT,['B'],VU,['D'],VU,['A']
592,85900,Cyperaceae,Carex,Carex depauperata,EN,"['B', 'C']",-,,-,
593,86000,Cyperaceae,Carex,Carex diandra,VU,['A'],VU,['A'],VU,['A']
594,86100,Cyperaceae,Carex,Carex digitata,LC,,LC,,LC,
595,86200,Cyperaceae,Carex,Carex dioica,VU,['B'],VU,['A'],EN,['A']
596,86300,Cyperaceae,Carex,Carex distans,NT,['B'],NT,['B'],NT,['B']
597,86400,Cyperaceae,Carex,Carex disticha,NT,['B'],VU,"['A', 'B']",NT,['B']
598,86500,Cyperaceae,Carex,Carex divulsa,LC,,LC,,LC,
599,86700,Cyperaceae,Carex,Carex echinata,LC,,LC,,NT,['A']
600,86800,Cyperaceae,Carex,Carex elata,LC,,LC,,LC,
601,87000,Cyperaceae,Carex,Carex elongata,NT,['B'],NT,['B'],NT,['B']
602,87100,Cyperaceae,Carex,Carex ericetorum,NT,['B'],RE,,CR(PE),
603,87200,Cyperaceae,Carex,Carex ferruginea,LC,,NT,['D'],-,
604,87300,Cyperaceae,Carex,Carex fimbriata,NT,['D'],-,,-,
605,87400,Cyperaceae,Carex,Carex firma,LC,,-,,-,
606,87500,Cyperaceae,Carex,Carex flacca,LC,,LC,,LC,
607,87600,Cyperaceae,Carex,Carex flava,LC,,LC,,LC,
608,87605,Cyperaceae,Carex,Carex flava aggr.,LC,,LC,,LC,
609,87700,Cyperaceae,Carex,Carex foetida,LC,,-,,-,
610,87800,Cyperaceae,Carex,Carex frigida,LC,,-,,-,
611,87900,Cyperaceae,Carex,Carex fritschii,LC,,-,,-,
612,88300,Cyperaceae,Carex,Carex halleriana,NT,['B'],NT,['B'],EN,['D']
613,88400,Cyperaceae,Carex,Carex hartmanii,EN,['C'],-,,EN,['C']
614,88500,Cyperaceae,Carex,Carex heleonastes,EN,"['B', 'C']",CR,['C'],RE,
615,88600,Cyperaceae,Carex,Carex hirta,LC,,LC,,LC,
616,88700,Cyperaceae,Carex,Carex hostiana,LC,,LC,,NT,['B']
617,88800,Cyperaceae,Carex,Carex humilis,LC,,LC,,NT,['C']
618,88900,Cyperaceae,Carex,Carex juncella,VU,"['B', 'D']",-,,-,
619,89100,Cyperaceae,Carex,Carex lachenalii,LC,,-,,-,
620,89200,Cyperaceae,Carex,Carex lasiocarpa,VU,['B'],VU,['A'],VU,['A']
621,89300,Cyperaceae,Carex,Carex leersii,LC,,LC,,LC,
622,89400,Cyperaceae,Carex,Carex lepidocarpa,LC,,LC,,LC,
623,89500,Cyperaceae,Carex,Carex leporina,LC,,LC,,LC,
624,89600,Cyperaceae,Carex,Carex limosa,NT,['B'],VU,"['A', 'B']",EN,"['A', 'B']"
