,obs_id,date,x,y,taxon.taxon_id,taxon.no_isfs,taxon_orig,municipality.name,phenology,locality_descript,specimen_type,v_co_canton,xy_precision,altitude_min,cover,md,slug
1967,11356148,2022-02-11 17:20:06,586127.4,220213.51,1070009,,Poaceae,Biel/Bienne,2.0,blumenrain-area-1,D,BE,4.0,439.7,15.0,2022-02-11 17:20:06,poaceae
1968,11356147,2022-02-12 09:57:53,585659.34,220511.03,1070009,,Poaceae,Biel/Bienne,2.0,cts-1,D,BE,5.5,439.2,14.0,2022-02-12 09:57:53,poaceae
1969,11356146,2022-02-12 11:19:31,585594.7,220480.0,1070009,,Poaceae,Biel/Bienne,2.0,cts-2,D,BE,3.0,439.2,14.0,2022-02-12 11:19:31,poaceae
1970,11356145,2022-02-12 16:40:30,586561.91,219406.93,1070009,,Poaceae,Biel/Bienne,,bielstrasse-berm-2,D,BE,3.0,439.2,,2022-02-12 16:40:30,poaceae
1980,11356135,2022-02-12 16:53:33,586631.75,219350.35,1070009,,Poaceae,Brügg,2.0,bielstrasse-berm-4,D,BE,4.5,438.7,13.0,2022-02-12 16:53:33,poaceae
1985,11356130,2022-02-12 16:59:43,586517.04,219461.87,1070009,,Poaceae,Biel/Bienne,2.0,bielstrasse-1,D,BE,6.0,438.2,15.0,2022-02-12 16:59:43,poaceae
1993,11356122,2022-02-13 09:11:32,586318.22,220191.84,1070009,,Poaceae,Biel/Bienne,2.0,bermenstrasse-1,D,BE,2.0,439.4,15.0,2022-02-13 09:11:32,poaceae
1994,11356121,2022-02-13 09:17:45,586348.39,220038.39,1070009,,Poaceae,Biel/Bienne,2.0,bermenstrasse-berm-5,D,BE,2.0,439.8,15.0,2022-02-13 09:17:45,poaceae
1995,11356120,2022-02-13 09:20:17,586350.99,219982.46,1070009,,Poaceae,Biel/Bienne,2.0,bermenstrasse-2,D,BE,3.5,439.8,13.0,2022-02-13 09:20:17,poaceae
2006,11356109,2022-02-13 11:49:46,586092.52,220141.1,1070009,,Poaceae,Biel/Bienne,2.0,school-1,D,BE,2.0,439.0,11.0,2022-02-13 11:49:46,poaceae
2017,11356098,2022-02-15 10:56:41,585830.79,221891.69,1070009,,Poaceae,Biel/Bienne,2.0,sonnhalde-1,D,BE,2.5,477.0,11.0,2022-02-15 10:56:41,poaceae
2020,11356095,2022-02-15 11:00:01,585860.77,221910.59,1070009,,Poaceae,Biel/Bienne,2.0,sonnhalde-2,D,BE,2.5,477.0,11.0,2022-02-15 11:00:01,poaceae
2024,11356091,2022-02-15 11:06:48,585870.6,221867.55,1070009,,Poaceae,Biel/Bienne,2.0,sonnhalde-3,D,BE,1.5,473.3,16.0,2022-02-15 11:06:48,poaceae
2033,11356082,2022-02-15 13:28:06,587106.94,221987.87,1070009,,Poaceae,Biel/Bienne,2.0,propsteiweg-1,D,BE,3.0,442.8,11.0,2022-02-15 13:28:06,poaceae
2046,11356069,2022-02-15 13:41:11,587118.63,221967.55,1070009,,Poaceae,Biel/Bienne,2.0,schossli-1,D,BE,4.0,442.4,11.0,2022-02-15 13:41:11,poaceae
2050,11356065,2022-02-15 17:02:03,586012.36,220056.26,1070009,,Poaceae,Biel/Bienne,2.0,school-2,D,BE,2.5,436.2,14.0,2022-02-15 17:02:03,poaceae
2055,11356060,2022-02-18 15:20:49,585847.36,220360.31,1070009,,Poaceae,Biel/Bienne,2.0,bahnweg-madretschkanal-1,D,BE,3.0,437.5,16.0,2022-02-18 15:20:49,poaceae
2057,11356058,2022-02-18 15:22:56,585828.32,220348.74,1070009,,Poaceae,Biel/Bienne,2.0,bahnweg-madretschkanal-2,D,BE,2.5,438.6,11.0,2022-02-18 15:22:56,poaceae
2061,11356054,2022-02-18 15:26:02,585859.66,220369.2,1070009,,Poaceae,Biel/Bienne,2.0,bahnweg-madretschkanal-3,D,BE,2.0,437.5,16.0,2022-02-18 15:26:02,poaceae
2070,11356045,2022-02-18 15:33:52,585885.63,220388.28,1070009,,Poaceae,Biel/Bienne,2.0,bahnweg-madretschkanal-4,D,BE,1.5,437.5,12.0,2022-02-18 15:33:52,poaceae
2082,11356033,2022-02-19 17:06:09,586704.32,220193.12,1070009,,Poaceae,Biel/Bienne,2.0,klinik-1,D,BE,3.5,459.0,16.0,2022-02-19 17:06:09,poaceae
2096,11356019,2022-02-20 11:36:32,585665.39,220093.47,1070009,,Poaceae,Biel/Bienne,2.0,zukunftstrasse-madretschkanal-1,D,BE,2.5,438.5,13.0,2022-02-20 11:36:32,poaceae
2099,11356016,2022-02-20 11:43:04,585614.63,220022.86,1070009,,Poaceae,Biel/Bienne,2.0,alfred-aebi-strasse-1,D,BE,2.0,439.2,11.0,2022-02-20 11:43:04,poaceae
2108,11356007,2022-02-20 11:50:37,585663.77,220093.73,1070009,,Poaceae,Biel/Bienne,2.0,zukunftstrasse-1,D,BE,5.5,438.5,13.0,2022-02-20 11:50:37,poaceae
2112,11356003,2022-02-20 11:54:53,585696.04,220100.05,1070009,,Poaceae,Biel/Bienne,2.0,zukunftstrasse-madretschkanal-2,D,BE,2.0,438.5,12.0,2022-02-20 11:54:53,poaceae
2127,11355988,2022-02-20 17:07:14,585522.5,220410.41,1070009,,Poaceae,Biel/Bienne,2.0,kongresshaus-box-2,D,BE,2.0,435.6,14.0,2022-02-20 17:07:14,poaceae
2133,11355982,2022-02-23 09:32:57,585530.08,219665.42,1070009,,Poaceae,Nidau,2.0,,D,BE,3.0,433.4,16.0,2022-02-23 09:32:57,poaceae
2150,11355965,2022-02-23 10:03:18,585490.94,219621.05,1070009,,Poaceae,Nidau,2.0,fc-2,D,BE,2.5,433.2,15.0,2022-02-23 10:03:18,poaceae
2156,11355959,2022-02-24 09:34:00,585645.34,220245.79,1070009,,Poaceae,Biel/Bienne,2.0,schneidergaessli-1,,BE,2.5,438.7,15.0,2022-02-24 09:34:00,poaceae
2157,11355958,2022-02-24 09:52:07,585670.09,221395.11,1070009,,Poaceae,Biel/Bienne,2.0,skatepark-1,D,BE,3.0,439.3,13.0,2022-02-24 09:52:07,poaceae
2160,11355955,2022-02-24 10:23:01,587076.37,222474.62,1070009,,Poaceae,Biel/Bienne,2.0,tloch-1,D,BE,2.0,444.8,13.0,2022-02-24 10:23:01,poaceae
2167,11355948,2022-02-24 10:33:03,587098.19,222472.13,1070009,,Poaceae,Biel/Bienne,2.0,tloch-2,D,BE,2.5,444.8,12.0,2022-02-24 10:33:03,poaceae
2176,11355939,2022-02-24 10:49:45,587078.6,222508.93,1070009,,Poaceae,Biel/Bienne,2.0,tloch-3,,BE,3.0,446.6,14.0,2022-02-24 10:49:45,poaceae
2193,11355922,2022-02-26 09:11:37,584948.89,220252.33,1070009,,Poaceae,Biel/Bienne,2.0,cff-2,D,BE,2.5,432.7,16.0,2022-02-26 09:11:37,poaceae
2200,11355915,2022-02-26 14:15:57,585590.3,219947.82,1070009,,Poaceae,Biel/Bienne,2.0,toadd,D,BE,4.0,439.2,16.0,2022-02-26 14:15:57,poaceae
2205,11355910,2022-02-26 14:25:29,585444.48,219920.8,1070009,,Poaceae,Biel/Bienne,2.0,toadd-3,D,BE,2.5,433.9,14.0,2022-02-26 14:25:29,poaceae
2210,11355905,2022-02-26 14:31:15,585533.14,219984.12,1070009,,Poaceae,Biel/Bienne,2.0,toadd4,D,BE,2.5,434.9,12.0,2022-02-26 14:31:15,poaceae
2215,11355900,2022-02-26 17:44:44,585854.96,219945.96,1070009,,Poaceae,Biel/Bienne,2.0,toadd5,D,BE,3.0,436.6,13.0,2022-02-26 17:44:44,poaceae
2223,11355892,2022-02-26 17:53:46,585902.59,220012.61,1070009,,Poaceae,Biel/Bienne,2.0,bstrasse1,D,BE,2.0,436.5,16.0,2022-02-26 17:53:46,poaceae
2235,11355880,2022-02-26 18:02:21,585946.6,219991.7,1070009,,Poaceae,Biel/Bienne,2.0,nouri3,D,BE,2.5,436.3,11.0,2022-02-26 18:02:21,poaceae
2241,11355874,2022-02-26 18:06:53,585935.33,220016.36,1070009,,Poaceae,Biel/Bienne,2.0,nouri4,D,BE,2.0,436.3,11.0,2022-02-26 18:06:53,poaceae
